Num,Name,Rest Num,Time (Normal),Time (Min),Day,Day (Encoding),Orders,Wait
496,Taco Villa,4,12:27,747,Tuesday,1,6,27
497,Izakaya Underbelly,11,14:39,879,Tuesday,1,1,20
498,Sixty-Four North,9,13:13,793,Sunday,6,3,18
499,Panda Express,1,13:20,800,Thursday,3,5,6
500,Lemongrass,6,9:49,589,Tuesday,1,0,20
501,Lemongrass,6,18:20,1100,Sunday,6,2,20
502,Santorini,7,18:37,1117,Sunday,6,3,14
503,Seed + Sprout,8,11:34,694,Sunday,6,4,22
504,Lemongrass,6,10:53,653,Monday,0,0,10
505,Canyon Vista,14,15:03,903,Tuesday,1,2,14
506,Canyon Vista,14,10:00,600,Tuesday,1,2,15
507,Canyon Vista,14,16:43,1003,Thursday,3,2,13
508,Sixty-Four North,9,11:11,671,Saturday,5,3,12
509,Taco Villa,4,9:00,540,Friday,4,1,7
510,Croutons,3,11:33,693,Sunday,6,6,26
511,Bistro,13,17:59,1079,Thursday,3,2,25
512,Canyon Vista,14,13:18,798,Friday,4,3,20
513,Taco Villa,4,14:27,867,Saturday,5,1,7
514,Sixty-Four North,9,14:26,866,Monday,0,3,21
515,Taco Villa,4,15:33,933,Thursday,3,3,17
516,Sixty-Four North,9,13:54,834,Thursday,3,1,14
517,Canyon Vista,14,13:24,804,Saturday,5,6,33
518,Seed + Sprout,8,8:04,484,Thursday,3,1,14
519,Roots,12,13:31,811,Wednesday,2,2,25
520,Panda Express,1,12:51,771,Sunday,6,4,4
521,Blue Pepper,10,17:51,1071,Wednesday,2,3,25
522,Lemongrass,6,17:55,1075,Wednesday,2,1,19
523,Izakaya Underbelly,11,20:52,1252,Saturday,5,2,20
524,Santorini,7,8:55,535,Saturday,5,2,14
525,Canyon Vista,14,13:02,782,Wednesday,2,3,20
526,Croutons,3,12:43,763,Sunday,6,3,18
527,Roots,12,11:58,718,Monday,0,4,29
528,Burger King,0,8:46,526,Saturday,5,1,3
529,Lemongrass,6,9:39,579,Thursday,3,0,23
530,Santorini,7,15:09,909,Tuesday,1,1,11
531,Croutons,3,12:43,763,Thursday,3,3,18
532,Sixty-Four North,9,13:41,821,Tuesday,1,1,11
533,Lemongrass,6,9:33,573,Wednesday,2,0,22
534,Croutons,3,10:33,633,Monday,0,2,17
535,Seed + Sprout,8,10:17,617,Wednesday,2,2,16
536,Bistro,13,11:19,679,Tuesday,1,4,32
537,Panda Express,1,16:19,979,Monday,0,3,6
538,Croutons,3,11:50,710,Thursday,3,4,28
539,Caroline's,5,11:10,670,Wednesday,2,4,32
540,Lemongrass,6,18:01,1081,Monday,0,2,42
541,Izakaya Underbelly,11,16:55,1015,Friday,4,3,19
542,Taco Villa,4,9:17,557,Tuesday,1,1,11
543,Santorini,7,7:26,446,Sunday,6,2,14
544,Croutons,3,10:24,624,Saturday,5,1,12
545,Seed + Sprout,8,11:00,660,Saturday,5,1,12
546,Sixty-Four North,9,11:33,693,Thursday,3,2,16
547,Izakaya Underbelly,11,12:16,736,Tuesday,1,3,24
548,Sixty-Four North,9,13:35,815,Friday,4,2,16
549,Curry Up Now,2,12:27,747,Monday,0,5,14
550,Croutons,3,14:54,894,Monday,0,0,11
551,Caroline's,5,10:22,622,Thursday,3,3,34
552,Sixty-Four North,9,11:10,670,Friday,4,1,17
553,Roots,12,11:36,696,Monday,0,3,27
554,Seed + Sprout,8,16:14,974,Sunday,6,1,12
555,Panda Express,1,15:36,936,Tuesday,1,4,5
556,Taco Villa,4,17:36,1056,Tuesday,1,3,12
557,Canyon Vista,14,19:28,1168,Wednesday,2,3,24
558,Seed + Sprout,8,10:13,613,Saturday,5,2,21
559,Canyon Vista,14,11:47,707,Sunday,6,5,26
560,Sixty-Four North,9,12:37,757,Friday,4,4,26
561,Lemongrass,6,11:41,701,Sunday,6,5,32
562,Panda Express,1,13:55,835,Wednesday,2,1,5
563,Burger King,0,8:22,502,Monday,0,1,5
564,Canyon Vista,14,16:31,991,Saturday,5,0,6
565,Panda Express,1,12:11,731,Sunday,6,3,6
566,Croutons,3,13:16,796,Thursday,3,4,24
567,Panda Express,1,15:19,919,Tuesday,1,1,3
568,Blue Pepper,10,15:56,956,Tuesday,1,3,30
569,Seed + Sprout,8,10:53,653,Saturday,5,2,18
570,Croutons,3,12:00,720,Saturday,5,4,21
571,Santorini,7,12:23,743,Monday,0,5,26
572,Caroline's,5,8:29,509,Saturday,5,0,13
573,Lemongrass,6,19:42,1182,Thursday,3,4,28
574,Izakaya Underbelly,11,12:32,752,Friday,4,4,28
575,Lemongrass,6,9:48,588,Tuesday,1,2,36
576,Taco Villa,4,8:21,501,Tuesday,1,0,7
577,Curry Up Now,2,20:29,1229,Thursday,3,3,10
578,Santorini,7,21:09,1269,Tuesday,1,0,9
579,Santorini,7,8:00,480,Tuesday,1,1,19
580,Curry Up Now,2,16:30,990,Wednesday,2,2,7
581,Burger King,0,8:07,487,Friday,4,0,6
582,Blue Pepper,10,15:24,924,Wednesday,2,3,32
583,Izakaya Underbelly,11,19:34,1174,Thursday,3,3,26
584,Blue Pepper,10,10:00,600,Wednesday,2,2,20
585,Taco Villa,4,16:56,1016,Saturday,5,3,16
586,Santorini,7,7:07,427,Tuesday,1,3,24
587,Burger King,0,10:58,658,Wednesday,2,2,9
588,Seed + Sprout,8,9:04,544,Thursday,3,2,26
589,Panda Express,1,9:49,589,Tuesday,1,1,4
590,Curry Up Now,2,20:41,1241,Friday,4,2,7
591,Curry Up Now,2,13:34,814,Wednesday,2,4,11
592,Canyon Vista,14,14:34,874,Friday,4,0,8
593,Lemongrass,6,12:35,755,Wednesday,2,4,21
594,Santorini,7,12:23,743,Wednesday,2,2,15
595,Bistro,13,16:59,1019,Friday,4,3,28
596,Canyon Vista,14,19:34,1174,Thursday,3,2,16
597,Lemongrass,6,16:08,968,Wednesday,2,2,28
598,Croutons,3,13:04,784,Thursday,3,3,23
599,Canyon Vista,14,15:54,954,Wednesday,2,0,8
600,Bistro,13,17:58,1078,Wednesday,2,3,29
601,Sixty-Four North,9,11:39,699,Tuesday,1,4,28
602,Taco Villa,4,16:12,972,Friday,4,1,11
603,Taco Villa,4,10:33,633,Friday,4,1,8
604,Curry Up Now,2,20:46,1246,Saturday,5,1,3
605,Santorini,7,16:47,1007,Saturday,5,2,15
606,Roots,12,18:33,1113,Tuesday,1,4,27
607,Seed + Sprout,8,14:13,853,Friday,4,2,21
608,Seed + Sprout,8,10:07,607,Friday,4,1,20
609,Taco Villa,4,15:44,944,Sunday,6,2,5
610,Seed + Sprout,8,15:05,905,Monday,0,4,28
611,Izakaya Underbelly,11,15:04,904,Saturday,5,2,15
612,Seed + Sprout,8,17:05,1025,Friday,4,1,12
613,Roots,12,17:32,1052,Friday,4,2,22
614,Izakaya Underbelly,11,18:42,1122,Friday,4,4,28
615,Canyon Vista,14,14:15,855,Thursday,3,0,9
616,Seed + Sprout,8,12:56,776,Tuesday,1,4,29
617,Bistro,13,18:16,1096,Thursday,3,2,24
618,Blue Pepper,10,11:49,709,Sunday,6,4,28
619,Curry Up Now,2,20:36,1236,Saturday,5,2,7
620,Blue Pepper,10,17:34,1054,Thursday,3,4,29
621,Bistro,13,12:11,731,Saturday,5,3,22
622,Lemongrass,6,12:21,741,Saturday,5,6,39
623,Canyon Vista,14,13:43,823,Wednesday,2,1,14
624,Burger King,0,7:45,465,Thursday,3,3,9
625,Curry Up Now,2,20:09,1209,Tuesday,1,2,8
626,Bistro,13,15:00,900,Monday,0,2,29
627,Canyon Vista,14,15:58,958,Saturday,5,2,13
628,Roots,12,19:59,1199,Friday,4,2,24
629,Seed + Sprout,8,15:01,901,Monday,0,2,16
630,Blue Pepper,10,10:09,609,Thursday,3,1,15
631,Bistro,13,15:00,900,Monday,0,2,26
632,Burger King,0,20:19,1219,Monday,0,2,7
633,Taco Villa,4,17:17,1037,Monday,0,3,12
634,Panda Express,1,15:25,925,Friday,4,2,4
635,Sixty-Four North,9,12:30,750,Sunday,6,3,19
636,Roots,12,11:22,682,Saturday,5,2,18
637,Roots,12,18:01,1081,Thursday,3,2,24
638,Curry Up Now,2,14:16,856,Tuesday,1,2,10
639,Panda Express,1,11:42,702,Friday,4,5,7
640,Blue Pepper,10,18:07,1087,Monday,0,3,22
641,Blue Pepper,10,13:32,812,Friday,4,3,29
642,Curry Up Now,2,15:24,924,Monday,0,2,7
643,Blue Pepper,10,12:49,769,Monday,0,3,22
644,Roots,12,18:30,1110,Tuesday,1,1,21
645,Izakaya Underbelly,11,15:38,938,Tuesday,1,2,24
646,Izakaya Underbelly,11,14:41,881,Friday,4,2,16
647,Bistro,13,17:51,1071,Thursday,3,0,23
648,Izakaya Underbelly,11,19:17,1157,Tuesday,1,4,32
649,Caroline's,5,14:45,885,Tuesday,1,2,14
650,Sixty-Four North,9,11:50,710,Thursday,3,5,24
651,Taco Villa,4,12:45,765,Monday,0,6,22
652,Panda Express,1,10:22,622,Monday,0,0,0
653,Curry Up Now,2,18:25,1105,Wednesday,2,1,8
654,Taco Villa,4,9:15,555,Wednesday,2,0,9
655,Izakaya Underbelly,11,15:41,941,Friday,4,1,16
656,Burger King,0,16:27,987,Saturday,5,2,7
657,Sixty-Four North,9,12:34,754,Sunday,6,5,21
658,Santorini,7,9:54,594,Thursday,3,1,18
659,Bistro,13,14:00,840,Thursday,3,2,29
660,Caroline's,5,13:37,817,Thursday,3,1,16
661,Seed + Sprout,8,17:43,1063,Monday,0,1,15
662,Taco Villa,4,11:27,687,Friday,4,2,13
663,Croutons,3,12:18,738,Tuesday,1,4,24
664,Sixty-Four North,9,13:13,793,Saturday,5,5,20
665,Lemongrass,6,13:42,822,Wednesday,2,4,39
666,Santorini,7,9:45,585,Saturday,5,1,10
667,Blue Pepper,10,17:52,1072,Sunday,6,2,20
668,Seed + Sprout,8,11:05,665,Sunday,6,3,22
669,Izakaya Underbelly,11,19:40,1180,Saturday,5,3,20
670,Caroline's,5,8:13,493,Wednesday,2,0,21
671,Roots,12,10:09,609,Tuesday,1,2,22
672,Izakaya Underbelly,11,14:53,893,Sunday,6,1,15
673,Canyon Vista,14,8:19,499,Monday,0,1,9
674,Curry Up Now,2,18:15,1095,Wednesday,2,1,6
675,Roots,12,11:29,689,Monday,0,2,22
676,Canyon Vista,14,18:23,1103,Sunday,6,2,15
677,Santorini,7,21:43,1303,Wednesday,2,2,16
678,Panda Express,1,11:48,708,Sunday,6,4,6
679,Taco Villa,4,10:19,619,Saturday,5,2,11
680,Lemongrass,6,10:02,602,Monday,0,2,20
681,Taco Villa,4,17:15,1035,Wednesday,2,2,12
682,Roots,12,17:36,1056,Saturday,5,2,19
683,Seed + Sprout,8,15:02,902,Sunday,6,1,9
684,Croutons,3,14:37,877,Wednesday,2,2,15
685,Bistro,13,18:28,1108,Sunday,6,1,19
686,Izakaya Underbelly,11,14:27,867,Tuesday,1,3,25
687,Burger King,0,20:08,1208,Tuesday,1,0,2
688,Bistro,13,12:50,770,Thursday,3,4,35
689,Lemongrass,6,15:26,926,Wednesday,2,1,22
690,Izakaya Underbelly,11,16:41,1001,Friday,4,3,27
691,Bistro,13,12:11,731,Thursday,3,6,38
692,Izakaya Underbelly,11,20:38,1238,Friday,4,3,20
693,Lemongrass,6,13:20,800,Friday,4,5,40
694,Burger King,0,20:07,1207,Wednesday,2,0,5
695,Roots,12,20:13,1213,Thursday,3,4,27
696,Panda Express,1,13:01,781,Friday,4,6,8
697,Sixty-Four North,9,12:19,739,Tuesday,1,4,18
698,Taco Villa,4,14:11,851,Saturday,5,2,6
699,Croutons,3,13:40,820,Wednesday,2,1,22
700,Taco Villa,4,18:11,1091,Sunday,6,2,9
701,Canyon Vista,14,12:42,762,Saturday,5,4,26
702,Croutons,3,14:12,852,Friday,4,3,22
703,Canyon Vista,14,9:49,589,Tuesday,1,0,9
704,Seed + Sprout,8,11:03,663,Tuesday,1,2,21
705,Taco Villa,4,10:11,611,Tuesday,1,1,9
706,Bistro,13,19:00,1140,Monday,0,2,28
707,Roots,12,18:49,1129,Wednesday,2,4,23
708,Bistro,13,11:38,698,Monday,0,5,33
709,Panda Express,1,9:58,598,Sunday,6,1,3
710,Izakaya Underbelly,11,14:07,847,Tuesday,1,5,26
711,Curry Up Now,2,14:09,849,Friday,4,1,8
712,Sixty-Four North,9,11:37,697,Sunday,6,4,17
713,Croutons,3,14:56,896,Monday,0,3,22
714,Santorini,7,15:47,947,Sunday,6,1,13
715,Seed + Sprout,8,11:17,677,Thursday,3,1,22
716,Panda Express,1,10:31,631,Friday,4,0,2
717,Curry Up Now,2,15:40,940,Sunday,6,2,10
718,Lemongrass,6,18:41,1121,Saturday,5,2,27
719,Blue Pepper,10,19:44,1184,Wednesday,2,3,30
720,Bistro,13,11:13,673,Sunday,6,4,26
721,Lemongrass,6,10:31,631,Monday,0,1,27
722,Taco Villa,4,16:21,981,Saturday,5,1,8
723,Lemongrass,6,13:27,807,Friday,4,3,42
724,Sixty-Four North,9,14:49,889,Wednesday,2,3,19
725,Blue Pepper,10,16:19,979,Wednesday,2,2,25
726,Bistro,13,17:29,1049,Saturday,5,4,25
727,Santorini,7,14:39,879,Thursday,3,2,14
728,Caroline's,5,14:09,849,Wednesday,2,1,17
729,Curry Up Now,2,13:50,830,Monday,0,1,7
730,Caroline's,5,13:30,810,Tuesday,1,2,22
731,Sixty-Four North,9,14:14,854,Wednesday,2,2,21
732,Taco Villa,4,16:18,978,Monday,0,3,16
733,Izakaya Underbelly,11,13:04,784,Thursday,3,6,33
734,Bistro,13,15:58,958,Tuesday,1,2,27
735,Bistro,13,17:47,1067,Wednesday,2,3,27
736,Croutons,3,10:08,608,Friday,4,3,22
737,Panda Express,1,9:21,561,Wednesday,2,1,1
738,Seed + Sprout,8,17:24,1044,Monday,0,3,26
739,Burger King,0,15:16,916,Saturday,5,1,5
740,Seed + Sprout,8,17:13,1033,Wednesday,2,2,21
741,Santorini,7,14:30,870,Friday,4,1,11
742,Sixty-Four North,9,13:01,781,Monday,0,4,25
743,Bistro,13,14:00,840,Monday,0,1,30
744,Canyon Vista,14,7:54,474,Tuesday,1,0,10
745,Roots,12,15:21,921,Thursday,3,1,21
746,Izakaya Underbelly,11,14:23,863,Wednesday,2,3,27
747,Seed + Sprout,8,10:39,639,Wednesday,2,0,18
748,Roots,12,14:56,896,Tuesday,1,3,27
749,Canyon Vista,14,16:30,990,Tuesday,1,3,15
750,Izakaya Underbelly,11,17:51,1071,Sunday,6,2,17
751,Bistro,13,18:00,1080,Sunday,6,1,18
752,Sixty-Four North,9,14:18,858,Saturday,5,3,19
753,Taco Villa,4,13:42,822,Friday,4,3,13
754,Caroline's,5,11:12,672,Thursday,3,1,12
755,Santorini,7,17:13,1033,Friday,4,3,22
756,Seed + Sprout,8,12:59,779,Wednesday,2,4,31
757,Burger King,0,11:07,667,Monday,0,1,8
758,Izakaya Underbelly,11,15:59,959,Sunday,6,2,19
759,Panda Express,1,13:49,829,Saturday,5,2,3
760,Sixty-Four North,9,11:45,705,Friday,4,4,20
761,Burger King,0,17:57,1077,Thursday,3,2,9
762,Caroline's,5,10:24,624,Sunday,6,2,17
763,Santorini,7,11:53,713,Saturday,5,3,18
764,Curry Up Now,2,14:55,895,Sunday,6,3,9
765,Taco Villa,4,16:22,982,Wednesday,2,2,11
766,Canyon Vista,14,19:12,1152,Wednesday,2,3,18
767,Sixty-Four North,9,14:59,899,Friday,4,1,16
768,Sixty-Four North,9,14:43,883,Thursday,3,2,17
769,Canyon Vista,14,19:29,1169,Wednesday,2,5,30
770,Caroline's,5,13:45,825,Sunday,6,2,18
771,Lemongrass,6,10:36,636,Tuesday,1,2,29
772,Izakaya Underbelly,11,14:35,875,Saturday,5,2,19
773,Burger King,0,7:21,441,Saturday,5,0,4
774,Bistro,13,18:18,1098,Thursday,3,1,22
775,Lemongrass,6,13:30,810,Sunday,6,3,15
776,Bistro,13,12:19,739,Friday,4,5,36
777,Burger King,0,12:15,735,Saturday,5,2,6
778,Sixty-Four North,9,11:24,684,Thursday,3,2,23
779,Taco Villa,4,14:41,881,Monday,0,0,8
780,Curry Up Now,2,17:18,1038,Friday,4,2,6
781,Panda Express,1,11:50,710,Friday,4,5,6
782,Blue Pepper,10,15:53,953,Sunday,6,3,23
783,Blue Pepper,10,13:02,782,Sunday,6,4,31
784,Burger King,0,18:58,1138,Friday,4,3,9
785,Lemongrass,6,9:18,558,Saturday,5,1,10
786,Bistro,13,15:03,903,Thursday,3,0,26
787,Santorini,7,20:02,1202,Friday,4,3,25
788,Curry Up Now,2,12:12,732,Monday,0,5,16
789,Canyon Vista,14,12:57,777,Wednesday,2,5,34
790,Blue Pepper,10,13:37,817,Saturday,5,3,26
791,Bistro,13,14:20,860,Sunday,6,3,26
792,Santorini,7,19:24,1164,Wednesday,2,4,18
793,Curry Up Now,2,11:28,688,Sunday,6,3,8
794,Curry Up Now,2,20:22,1222,Saturday,5,3,8
795,Izakaya Underbelly,11,16:05,965,Monday,0,1,16
796,Caroline's,5,8:14,494,Saturday,5,0,15
797,Curry Up Now,2,13:48,828,Tuesday,1,2,11
798,Blue Pepper,10,19:16,1156,Tuesday,1,1,16
799,Bistro,13,14:46,886,Tuesday,1,1,22
800,Blue Pepper,10,10:56,656,Wednesday,2,2,19
801,Curry Up Now,2,11:47,707,Friday,4,4,11
802,Izakaya Underbelly,11,19:04,1144,Sunday,6,4,21
803,Croutons,3,10:36,636,Saturday,5,2,12
804,Caroline's,5,12:03,723,Wednesday,2,5,15
805,Santorini,7,21:46,1306,Thursday,3,2,20
806,Curry Up Now,2,15:26,926,Saturday,5,2,7
807,Izakaya Underbelly,11,19:18,1158,Sunday,6,4,18
808,Curry Up Now,2,20:50,1250,Monday,0,3,12
809,Croutons,3,12:29,749,Tuesday,1,2,18
810,Blue Pepper,10,11:38,698,Sunday,6,4,27
811,Croutons,3,14:01,841,Saturday,5,2,15
812,Burger King,0,22:03,1323,Thursday,3,0,5
813,Seed + Sprout,8,13:29,809,Thursday,3,3,35
814,Canyon Vista,14,8:13,493,Saturday,5,1,12
815,Croutons,3,12:41,761,Friday,4,3,20
816,Canyon Vista,14,16:54,1014,Monday,0,2,15
817,Caroline's,5,12:10,730,Wednesday,2,3,28
818,Roots,12,11:54,714,Tuesday,1,4,30
819,Lemongrass,6,10:08,608,Monday,0,1,16
820,Burger King,0,22:54,1374,Thursday,3,3,13
821,Burger King,0,14:50,890,Monday,0,3,7
822,Sixty-Four North,9,11:49,709,Thursday,3,4,28
823,Panda Express,1,12:01,721,Wednesday,2,6,7
824,Seed + Sprout,8,14:12,852,Sunday,6,1,10
825,Izakaya Underbelly,11,12:01,721,Wednesday,2,4,24
826,Sixty-Four North,9,13:54,834,Thursday,3,2,15
827,Croutons,3,11:56,716,Monday,0,3,22
828,Curry Up Now,2,16:11,971,Friday,4,2,8
829,Seed + Sprout,8,16:58,1018,Tuesday,1,3,26
830,Bistro,13,17:06,1026,Monday,0,4,30
831,Burger King,0,14:55,895,Saturday,5,2,9
832,Bistro,13,16:34,994,Wednesday,2,4,32
833,Taco Villa,4,19:41,1181,Monday,0,4,16
834,Panda Express,1,15:23,923,Thursday,3,1,3
835,Canyon Vista,14,13:12,792,Monday,0,5,30
836,Blue Pepper,10,13:08,788,Friday,4,5,35
837,Croutons,3,14:26,866,Thursday,3,3,20
838,Sixty-Four North,9,12:40,760,Sunday,6,4,15
839,Lemongrass,6,14:30,870,Thursday,3,2,28
840,Burger King,0,10:09,609,Thursday,3,4,7
841,Croutons,3,11:04,664,Saturday,5,0,11
842,Caroline's,5,11:12,672,Wednesday,2,2,12
843,Izakaya Underbelly,11,19:10,1150,Thursday,3,2,18
844,Roots,12,17:09,1029,Friday,4,3,27
845,Seed + Sprout,8,18:41,1121,Thursday,3,4,30
846,Sixty-Four North,9,11:41,701,Thursday,3,4,27
847,Croutons,3,11:20,680,Tuesday,1,4,27
848,Panda Express,1,14:27,867,Saturday,5,2,3
849,Burger King,0,15:02,902,Thursday,3,2,6
850,Santorini,7,11:20,680,Wednesday,2,3,15
851,Seed + Sprout,8,9:53,593,Tuesday,1,2,20
852,Caroline's,5,14:36,876,Thursday,3,2,12
853,Roots,12,14:52,892,Saturday,5,1,20
854,Croutons,3,13:01,781,Sunday,6,4,19
855,Canyon Vista,14,15:17,917,Sunday,6,4,22
856,Sixty-Four North,9,11:47,707,Wednesday,2,3,20
857,Burger King,0,23:00,1380,Tuesday,1,3,12
858,Seed + Sprout,8,11:24,684,Sunday,6,3,18
859,Panda Express,1,9:15,555,Monday,0,2,5
860,Taco Villa,4,16:58,1018,Friday,4,2,12
861,Izakaya Underbelly,11,15:17,917,Wednesday,2,2,20
862,Seed + Sprout,8,14:56,896,Sunday,6,2,19
863,Roots,12,14:48,888,Tuesday,1,2,22
864,Izakaya Underbelly,11,16:12,972,Tuesday,1,2,19
865,Sixty-Four North,9,13:22,802,Wednesday,2,5,19
866,Croutons,3,12:17,737,Sunday,6,5,27
867,Taco Villa,4,11:01,661,Sunday,6,2,11
868,Santorini,7,19:01,1141,Friday,4,2,13
869,Roots,12,13:50,830,Sunday,6,1,15
870,Santorini,7,16:13,973,Saturday,5,3,18
871,Croutons,3,12:25,745,Saturday,5,2,10
872,Croutons,3,14:16,856,Monday,0,1,12
873,Taco Villa,4,17:40,1060,Tuesday,1,3,15
874,Canyon Vista,14,9:24,564,Saturday,5,2,12
875,Roots,12,9:38,578,Tuesday,1,0,20
876,Blue Pepper,10,16:05,965,Monday,0,3,33
877,Seed + Sprout,8,12:35,755,Monday,0,2,23
878,Bistro,13,14:03,843,Tuesday,1,2,20
879,Croutons,3,14:30,870,Sunday,6,2,15
880,Croutons,3,10:55,655,Sunday,6,1,10
881,Blue Pepper,10,11:43,703,Saturday,5,4,31
882,Santorini,7,19:27,1167,Thursday,3,4,23
883,Blue Pepper,10,12:49,769,Thursday,3,5,37
884,Lemongrass,6,14:22,862,Tuesday,1,1,23
885,Sixty-Four North,9,14:34,874,Tuesday,1,2,21
886,Caroline's,5,10:44,644,Monday,0,3,23
887,Seed + Sprout,8,15:13,913,Saturday,5,3,24
888,Caroline's,5,12:15,735,Saturday,5,5,17
889,Izakaya Underbelly,11,17:07,1027,Tuesday,1,0,16
890,Canyon Vista,14,20:29,1229,Friday,4,1,14
891,Curry Up Now,2,19:01,1141,Thursday,3,4,11
892,Sixty-Four North,9,13:03,783,Saturday,5,4,18
893,Canyon Vista,14,20:42,1242,Saturday,5,1,10
894,Burger King,0,20:50,1250,Wednesday,2,0,6
895,Seed + Sprout,8,18:30,1110,Wednesday,2,2,18
896,Bistro,13,15:28,928,Monday,0,2,26
897,Burger King,0,19:16,1156,Thursday,3,2,8
898,Bistro,13,15:16,916,Monday,0,3,31
899,Lemongrass,6,18:38,1118,Thursday,3,1,31
900,Sixty-Four North,9,14:31,871,Friday,4,2,18
901,Bistro,13,15:47,947,Thursday,3,0,14
902,Blue Pepper,10,18:32,1112,Monday,0,4,34
903,Canyon Vista,14,13:07,787,Monday,0,3,22
904,Santorini,7,16:28,988,Friday,4,3,17
905,Blue Pepper,10,10:12,612,Thursday,3,2,16
906,Bistro,13,15:08,908,Wednesday,2,3,29
907,Caroline's,5,13:04,784,Friday,4,4,32
908,Seed + Sprout,8,15:35,935,Sunday,6,3,20
909,Bistro,13,14:26,866,Tuesday,1,1,23
910,Roots,12,15:19,919,Tuesday,1,2,26
911,Blue Pepper,10,14:21,861,Wednesday,2,2,23
912,Sixty-Four North,9,11:25,685,Saturday,5,2,17
913,Roots,12,9:14,554,Saturday,5,1,20
914,Canyon Vista,14,8:49,529,Sunday,6,3,21
915,Lemongrass,6,13:01,781,Monday,0,3,23
916,Santorini,7,11:59,719,Thursday,3,4,25
917,Seed + Sprout,8,13:59,839,Tuesday,1,2,26
918,Seed + Sprout,8,9:52,592,Wednesday,2,0,8
919,Caroline's,5,10:33,633,Thursday,3,3,23
920,Blue Pepper,10,12:53,773,Saturday,5,5,33
921,Curry Up Now,2,10:01,601,Monday,0,4,11
922,Blue Pepper,10,14:07,847,Wednesday,2,2,21
923,Curry Up Now,2,15:05,905,Sunday,6,0,5
924,Roots,12,11:11,671,Saturday,5,1,16
925,Roots,12,20:02,1202,Friday,4,3,25
926,Seed + Sprout,8,17:18,1038,Sunday,6,3,23
927,Bistro,13,18:55,1135,Monday,0,4,29
928,Panda Express,1,9:39,579,Wednesday,2,1,2
929,Panda Express,1,14:12,852,Friday,4,3,4
930,Izakaya Underbelly,11,11:42,702,Saturday,5,4,21
931,Roots,12,14:07,847,Tuesday,1,3,24
932,Seed + Sprout,8,8:14,494,Friday,4,0,8
933,Izakaya Underbelly,11,14:36,876,Friday,4,3,23
934,Lemongrass,6,12:41,761,Friday,4,4,39
935,Bistro,13,13:25,805,Tuesday,1,5,38
936,Curry Up Now,2,17:12,1032,Saturday,5,5,12
937,Curry Up Now,2,13:51,831,Friday,4,2,8
938,Croutons,3,15:00,900,Saturday,5,3,19
939,Panda Express,1,9:24,564,Saturday,5,2,2
940,Bistro,13,16:07,967,Tuesday,1,3,26
941,Izakaya Underbelly,11,17:42,1062,Wednesday,2,1,20
942,Seed + Sprout,8,10:27,627,Saturday,5,3,20
943,Croutons,3,10:02,602,Thursday,3,1,11
944,Seed + Sprout,8,18:18,1098,Saturday,5,3,24
945,Santorini,7,11:06,666,Saturday,5,2,15
946,Croutons,3,11:52,712,Wednesday,2,5,28
947,Seed + Sprout,8,12:25,745,Wednesday,2,5,36
948,Curry Up Now,2,11:16,676,Wednesday,2,0,5
949,Santorini,7,15:51,951,Tuesday,1,1,13
950,Curry Up Now,2,11:01,661,Thursday,3,1,6
951,Bistro,13,11:39,699,Monday,0,5,33
952,Burger King,0,14:06,846,Friday,4,1,9
953,Caroline's,5,14:16,856,Saturday,5,3,12
954,Burger King,0,13:41,821,Sunday,6,2,6
955,Santorini,7,20:01,1201,Wednesday,2,2,26
956,Curry Up Now,2,16:47,1007,Sunday,6,2,8
957,Blue Pepper,10,11:42,702,Thursday,3,2,20
958,Izakaya Underbelly,11,16:09,969,Wednesday,2,3,23
959,Burger King,0,14:55,895,Friday,4,1,5
960,Panda Express,1,14:36,876,Monday,0,1,3
961,Croutons,3,12:38,758,Sunday,6,2,14
962,Sixty-Four North,9,11:29,689,Tuesday,1,2,17
963,Santorini,7,20:50,1250,Saturday,5,3,21
964,Croutons,3,12:04,724,Tuesday,1,5,26
965,Sixty-Four North,9,11:34,694,Tuesday,1,5,25
966,Seed + Sprout,8,9:08,548,Thursday,3,0,14
967,Croutons,3,10:47,647,Thursday,3,1,12
968,Caroline's,5,10:50,650,Wednesday,2,1,20
969,Sixty-Four North,9,14:23,863,Thursday,3,2,17
970,Canyon Vista,14,18:50,1130,Monday,0,3,23
971,Croutons,3,11:58,718,Tuesday,1,5,26
972,Izakaya Underbelly,11,11:39,699,Friday,4,5,26
973,Curry Up Now,2,15:26,926,Sunday,6,2,7
974,Croutons,3,13:18,798,Sunday,6,3,18
975,Taco Villa,4,15:05,905,Tuesday,1,2,11
976,Seed + Sprout,8,18:11,1091,Tuesday,1,2,23
977,Bistro,13,16:14,974,Wednesday,2,2,27
978,Santorini,7,17:17,1037,Saturday,5,2,13
979,Taco Villa,4,10:21,621,Tuesday,1,2,12
980,Santorini,7,10:29,629,Thursday,3,3,20
981,Bistro,13,13:33,813,Thursday,3,2,30
982,Lemongrass,6,17:36,1056,Monday,0,3,23
983,Seed + Sprout,8,10:24,624,Tuesday,1,1,13
984,Blue Pepper,10,11:13,673,Wednesday,2,1,25
985,Caroline's,5,15:00,900,Wednesday,2,3,16
986,Taco Villa,4,15:43,943,Thursday,3,2,16
987,Panda Express,1,9:02,542,Monday,0,1,4
988,Panda Express,1,16:03,963,Tuesday,1,3,7
